id,sensor_type,value,timestamp
7379,total dissolved solids,0.33,2024-12-22 20:23:08
7380,turbidity,2883.45,2024-12-22 20:23:08
7381,total dissolved solids,0.33,2024-12-22 20:23:10
7382,turbidity,2892.66,2024-12-22 20:23:10
7383,temperature,74.3,2024-12-22 20:23:11
7384,total dissolved solids,0.33,2024-12-22 20:23:12
7385,turbidity,2895.85,2024-12-22 20:23:13
7386,temperature,74.3,2024-12-22 20:23:14
7387,total dissolved solids,0.33,2024-12-22 20:23:14
7388,turbidity,2895.51,2024-12-22 20:23:15
7389,total dissolved solids,0.33,2024-12-22 20:23:16
7390,temperature,74.3,2024-12-22 20:23:17
7391,turbidity,2895.17,2024-12-22 20:23:17
7392,total dissolved solids,0.3,2024-12-22 20:23:18
7393,turbidity,2896.19,2024-12-22 20:23:19
7394,temperature,74.19,2024-12-22 20:23:20
7395,total dissolved solids,0.33,2024-12-22 20:23:21
7396,turbidity,2894.48,2024-12-22 20:23:21
7397,temperature,74.19,2024-12-22 20:23:22
7398,total dissolved solids,0.33,2024-12-22 20:23:23
7399,turbidity,2894.94,2024-12-22 20:23:23
7400,total dissolved solids,0.33,2024-12-22 20:23:25
7401,turbidity,2894.37,2024-12-22 20:23:25
7402,temperature,74.19,2024-12-22 20:23:25
7403,total dissolved solids,0.33,2024-12-22 20:23:27
7404,turbidity,2892.21,2024-12-22 20:23:27
7405,temperature,74.19,2024-12-22 20:23:28
7406,total dissolved solids,0.33,2024-12-22 20:23:29
7407,turbidity,2882.08,2024-12-22 20:23:30
7408,temperature,74.19,2024-12-22 20:23:31
7409,total dissolved solids,0.33,2024-12-22 20:23:31
7410,turbidity,2881.74,2024-12-22 20:23:32
7411,total dissolved solids,0.33,2024-12-22 20:23:33
7412,turbidity,2893.12,2024-12-22 20:23:34
7413,temperature,74.19,2024-12-22 20:23:34
7414,total dissolved solids,0.33,2024-12-22 20:23:35
7415,turbidity,2889.36,2024-12-22 20:23:36
7416,temperature,74.08,2024-12-22 20:23:37
7417,total dissolved solids,0.33,2024-12-22 20:23:38
7418,turbidity,2894.82,2024-12-22 20:23:38
7419,total dissolved solids,0.33,2024-12-22 20:23:40
7420,temperature,74.08,2024-12-22 20:23:40
7421,turbidity,2886.86,2024-12-22 20:23:40
7422,total dissolved solids,0.33,2024-12-22 20:23:42
7423,turbidity,2891.18,2024-12-22 20:23:42
7424,temperature,74.08,2024-12-22 20:23:43
7425,total dissolved solids,0.33,2024-12-22 20:23:44
7426,turbidity,2894.71,2024-12-22 20:23:44
7427,temperature,74.08,2024-12-22 20:23:46
7428,total dissolved solids,0.33,2024-12-22 20:23:46
7429,turbidity,2889.02,2024-12-22 20:23:46
7430,total dissolved solids,0.33,2024-12-22 20:23:48
7431,turbidity,2892.78,2024-12-22 20:23:49
7432,temperature,74.08,2024-12-22 20:23:49
7433,total dissolved solids,0.33,2024-12-22 20:23:50
7434,turbidity,2895.62,2024-12-22 20:23:51
7435,temperature,73.96,2024-12-22 20:23:52
7436,total dissolved solids,0.33,2024-12-22 20:23:52
7437,turbidity,2882.77,2024-12-22 20:23:53
7438,temperature,73.96,2024-12-22 20:23:54
7439,total dissolved solids,0.33,2024-12-22 20:23:55
7440,turbidity,2881.4,2024-12-22 20:23:55
7441,total dissolved solids,0.33,2024-12-22 20:23:57
7442,turbidity,2879.92,2024-12-22 20:23:57
7443,temperature,73.96,2024-12-22 20:23:57
7444,total dissolved solids,0.33,2024-12-22 20:23:59
7445,turbidity,2881.4,2024-12-22 20:23:59
7446,temperature,73.96,2024-12-22 20:24:00
7447,total dissolved solids,0.33,2024-12-22 20:24:01
7448,turbidity,2878.67,2024-12-22 20:24:01
7449,total dissolved solids,0.33,2024-12-22 20:24:03
7450,temperature,73.85,2024-12-22 20:24:03
7451,turbidity,2888.8,2024-12-22 20:24:03
7452,total dissolved solids,0.33,2024-12-22 20:24:05
7453,turbidity,2889.14,2024-12-22 20:24:05
7454,temperature,73.96,2024-12-22 20:24:06
7455,total dissolved solids,0.33,2024-12-22 20:24:07
7456,turbidity,2882.54,2024-12-22 20:24:08
7457,temperature,73.85,2024-12-22 20:24:09
7458,total dissolved solids,0.33,2024-12-22 20:24:09
7459,turbidity,2881.86,2024-12-22 20:24:10
7460,total dissolved solids,0.33,2024-12-22 20:24:11
7461,turbidity,2888.91,2024-12-22 20:24:12
7462,temperature,73.85,2024-12-22 20:24:12
7463,total dissolved solids,0.33,2024-12-22 20:24:14
7464,turbidity,2895.28,2024-12-22 20:24:14
7465,temperature,73.85,2024-12-22 20:24:15
7466,total dissolved solids,0.33,2024-12-22 20:24:16
7467,turbidity,2895.05,2024-12-22 20:24:16
7468,total dissolved solids,0.33,2024-12-22 20:24:18
7469,temperature,73.85,2024-12-22 20:24:18
7470,turbidity,2896.99,2024-12-22 20:24:18
7471,total dissolved solids,0.3,2024-12-22 20:24:20
7472,turbidity,2890.5,2024-12-22 20:24:20
7473,temperature,73.85,2024-12-22 20:24:21
7474,total dissolved solids,0.33,2024-12-22 20:24:22
7475,turbidity,2889.59,2024-12-22 20:24:22
7476,temperature,73.85,2024-12-22 20:24:24
7477,total dissolved solids,0.33,2024-12-22 20:24:24
7478,turbidity,2886.41,2024-12-22 20:24:24
7479,total dissolved solids,0.33,2024-12-22 20:24:26
7480,temperature,73.74,2024-12-22 20:24:27
7481,turbidity,2894.26,2024-12-22 20:24:27
7482,total dissolved solids,0.33,2024-12-22 20:24:28
7483,turbidity,2880.95,2024-12-22 20:24:29
7484,temperature,73.74,2024-12-22 20:24:29
7485,total dissolved solids,0.33,2024-12-22 20:24:30
7486,turbidity,2890.16,2024-12-22 20:24:31
7487,temperature,73.74,2024-12-22 20:24:32
7488,total dissolved solids,0.33,2024-12-22 20:24:33
7489,turbidity,2895.51,2024-12-22 20:24:33
7490,total dissolved solids,0.33,2024-12-22 20:24:35
7491,turbidity,2886.29,2024-12-22 20:24:35
7492,temperature,73.74,2024-12-22 20:24:35
7493,total dissolved solids,0.33,2024-12-22 20:24:37
7494,turbidity,2885.84,2024-12-22 20:24:37
7495,temperature,73.74,2024-12-22 20:24:38
7496,total dissolved solids,0.33,2024-12-22 20:24:39
7497,turbidity,2885.38,2024-12-22 20:24:39
7498,total dissolved solids,0.33,2024-12-22 20:24:41
7499,temperature,73.74,2024-12-22 20:24:41
7500,turbidity,2887.77,2024-12-22 20:24:41
7501,total dissolved solids,0.33,2024-12-22 20:24:43
7502,turbidity,2880.15,2024-12-22 20:24:43
7503,temperature,73.74,2024-12-22 20:24:44
7504,total dissolved solids,0.33,2024-12-22 20:24:45
7505,turbidity,2890.5,2024-12-22 20:24:46
7506,temperature,73.62,2024-12-22 20:24:47
7507,total dissolved solids,0.33,2024-12-22 20:24:47
7508,turbidity,2894.26,2024-12-22 20:24:48
7509,total dissolved solids,0.3,2024-12-22 20:24:49
7510,turbidity,2894.6,2024-12-22 20:24:50
7511,temperature,73.62,2024-12-22 20:24:50
7512,total dissolved solids,0.33,2024-12-22 20:24:52
7513,turbidity,2891.3,2024-12-22 20:24:52
7514,temperature,73.62,2024-12-22 20:24:53
7515,total dissolved solids,0.33,2024-12-22 20:24:54
7516,turbidity,2894.14,2024-12-22 20:24:54
7517,temperature,73.62,2024-12-22 20:24:56
7518,total dissolved solids,0.33,2024-12-22 20:24:56
7519,turbidity,2889.02,2024-12-22 20:24:56
7520,total dissolved solids,0.33,2024-12-22 20:24:58
7521,turbidity,2890.5,2024-12-22 20:24:58
7522,temperature,73.62,2024-12-22 20:24:59
7523,total dissolved solids,0.33,2024-12-22 20:25:00
7524,turbidity,2889.7,2024-12-22 20:25:00
7525,temperature,73.62,2024-12-22 20:25:02
7526,total dissolved solids,0.33,2024-12-22 20:25:02
7527,turbidity,2888.11,2024-12-22 20:25:03
7528,total dissolved solids,0.33,2024-12-22 20:25:04
7529,temperature,73.62,2024-12-22 20:25:04
7530,turbidity,2891.53,2024-12-22 20:25:05
7531,total dissolved solids,0.33,2024-12-22 20:25:07
7532,turbidity,2889.02,2024-12-22 20:25:07
7533,temperature,73.62,2024-12-22 20:25:07
7534,total dissolved solids,0.33,2024-12-22 20:25:09
7535,turbidity,2888.45,2024-12-22 20:25:09
7536,temperature,73.51,2024-12-22 20:25:10
7537,total dissolved solids,0.33,2024-12-22 20:25:11
7538,turbidity,2885.5,2024-12-22 20:25:11
7539,total dissolved solids,0.33,2024-12-22 20:25:13
7540,turbidity,2894.94,2024-12-22 20:25:13
7541,temperature,73.51,2024-12-22 20:25:13
7542,total dissolved solids,0.33,2024-12-22 20:25:15
7543,turbidity,2888.68,2024-12-22 20:25:15
7544,temperature,73.51,2024-12-22 20:25:16
7545,total dissolved solids,0.33,2024-12-22 20:25:17
7546,turbidity,2882.31,2024-12-22 20:25:17
7547,temperature,73.51,2024-12-22 20:25:19
7548,total dissolved solids,0.33,2024-12-22 20:25:19
7549,turbidity,2892.21,2024-12-22 20:25:19
7550,total dissolved solids,0.33,2024-12-22 20:25:21
7551,turbidity,2882.08,2024-12-22 20:25:22
7552,temperature,73.51,2024-12-22 20:25:22
7553,total dissolved solids,0.33,2024-12-22 20:25:23
7554,turbidity,2884.93,2024-12-22 20:25:24
7555,temperature,73.4,2024-12-22 20:25:25
7556,total dissolved solids,0.33,2024-12-22 20:25:26
7557,turbidity,2894.26,2024-12-22 20:25:26
7558,temperature,73.51,2024-12-22 20:25:28
7559,total dissolved solids,0.33,2024-12-22 20:25:28
7560,turbidity,2898.69,2024-12-22 20:25:28
7561,total dissolved solids,0.33,2024-12-22 20:25:30
7562,turbidity,2884.59,2024-12-22 20:25:30
7563,temperature,73.4,2024-12-22 20:25:31
7564,total dissolved solids,0.33,2024-12-22 20:25:32
7565,turbidity,2888.0,2024-12-22 20:25:32
7566,temperature,73.4,2024-12-22 20:25:34
7567,total dissolved solids,0.33,2024-12-22 20:25:34
7568,turbidity,2883.45,2024-12-22 20:25:34
7569,total dissolved solids,0.33,2024-12-22 20:25:36
7570,turbidity,2884.13,2024-12-22 20:25:36
7571,temperature,73.4,2024-12-22 20:25:36
7572,total dissolved solids,0.33,2024-12-22 20:25:38
7573,turbidity,2890.84,2024-12-22 20:25:38
7574,temperature,73.4,2024-12-22 20:25:39
7575,total dissolved solids,0.33,2024-12-22 20:25:40
7576,turbidity,2894.26,2024-12-22 20:25:41
7577,temperature,73.4,2024-12-22 20:25:42
7578,total dissolved solids,0.33,2024-12-22 20:25:43
7579,turbidity,2897.21,2024-12-22 20:25:43
7580,total dissolved solids,0.33,2024-12-22 20:25:45
7581,turbidity,2880.49,2024-12-22 20:25:45
7582,temperature,73.29,2024-12-22 20:25:45
7583,total dissolved solids,0.33,2024-12-22 20:25:47
7584,turbidity,2889.36,2024-12-22 20:25:47
7585,temperature,73.4,2024-12-22 20:25:48
7586,total dissolved solids,0.35,2024-12-22 20:25:49
7587,turbidity,2895.85,2024-12-22 20:25:49
7588,total dissolved solids,0.33,2024-12-22 20:25:51
7589,temperature,74.3,2024-12-22 20:25:51
7590,turbidity,2893.69,2024-12-22 20:25:51
7591,total dissolved solids,0.35,2024-12-22 20:25:53
7592,turbidity,2888.0,2024-12-22 20:25:53
7593,temperature,75.54,2024-12-22 20:25:54
7594,total dissolved solids,0.33,2024-12-22 20:25:55
7595,turbidity,2892.44,2024-12-22 20:25:55
7596,temperature,76.33,2024-12-22 20:25:57
7597,total dissolved solids,0.33,2024-12-22 20:25:57
7598,turbidity,2896.3,2024-12-22 20:25:57
7599,total dissolved solids,0.33,2024-12-22 20:25:59
7600,turbidity,2896.99,2024-12-22 20:26:00
7601,temperature,76.78,2024-12-22 20:26:00
7602,total dissolved solids,0.33,2024-12-22 20:26:02
7603,turbidity,2897.1,2024-12-22 20:26:02
7604,temperature,76.66,2024-12-22 20:26:03
7605,total dissolved solids,0.33,2024-12-22 20:26:04
7606,turbidity,2894.94,2024-12-22 20:26:04
7607,temperature,76.66,2024-12-22 20:26:06
7608,total dissolved solids,0.33,2024-12-22 20:26:06
7609,turbidity,2898.01,2024-12-22 20:26:06
7610,total dissolved solids,0.33,2024-12-22 20:26:08
7611,turbidity,2888.8,2024-12-22 20:26:08
7612,temperature,76.44,2024-12-22 20:26:09
7613,total dissolved solids,0.33,2024-12-22 20:26:10
7614,turbidity,2897.33,2024-12-22 20:26:10
7615,temperature,76.44,2024-12-22 20:26:11
7616,total dissolved solids,0.33,2024-12-22 20:26:12
7617,turbidity,2895.05,2024-12-22 20:26:12
7618,total dissolved solids,0.33,2024-12-22 20:26:14
7619,turbidity,2895.17,2024-12-22 20:26:14
7620,temperature,76.33,2024-12-22 20:26:14
7621,total dissolved solids,0.33,2024-12-22 20:26:16
7622,turbidity,2895.85,2024-12-22 20:26:16
7623,temperature,76.21,2024-12-22 20:26:17
7624,total dissolved solids,0.33,2024-12-22 20:26:19
7625,turbidity,2896.87,2024-12-22 20:26:19
7626,temperature,76.1,2024-12-22 20:26:20
7627,total dissolved solids,0.33,2024-12-22 20:26:21
7628,turbidity,2894.82,2024-12-22 20:26:21
7629,total dissolved solids,0.33,2024-12-22 20:26:23
7630,turbidity,2898.24,2024-12-22 20:26:23
7631,temperature,75.99,2024-12-22 20:26:23
7632,total dissolved solids,0.3,2024-12-22 20:26:25
7633,turbidity,2894.82,2024-12-22 20:26:25
7634,temperature,75.99,2024-12-22 20:26:26
7635,total dissolved solids,0.33,2024-12-22 20:26:27
7636,turbidity,2897.44,2024-12-22 20:26:27
7637,temperature,75.88,2024-12-22 20:26:29
7638,total dissolved solids,0.33,2024-12-22 20:26:29
7639,turbidity,2897.44,2024-12-22 20:26:29
7640,total dissolved solids,0.33,2024-12-22 20:26:31
7641,turbidity,2889.02,2024-12-22 20:26:31
7642,temperature,75.88,2024-12-22 20:26:32
7643,total dissolved solids,0.33,2024-12-22 20:26:33
7644,turbidity,2896.99,2024-12-22 20:26:33
7645,temperature,75.76,2024-12-22 20:26:35
7646,total dissolved solids,0.33,2024-12-22 20:26:35
7647,turbidity,2896.42,2024-12-22 20:26:36
7648,total dissolved solids,0.3,2024-12-22 20:26:38
7649,temperature,75.76,2024-12-22 20:26:38
7650,turbidity,2891.98,2024-12-22 20:26:38
7651,total dissolved solids,0.3,2024-12-22 20:26:40
7652,turbidity,2894.6,2024-12-22 20:26:40
7653,temperature,75.65,2024-12-22 20:26:41
7654,total dissolved solids,0.33,2024-12-22 20:26:42
7655,turbidity,2896.53,2024-12-22 20:26:42
7656,temperature,75.54,2024-12-22 20:26:43
7657,total dissolved solids,0.33,2024-12-22 20:26:44
7658,turbidity,2875.37,2024-12-22 20:26:44
7659,total dissolved solids,0.33,2024-12-22 20:26:46
7660,turbidity,2897.44,2024-12-22 20:26:46
7661,temperature,75.42,2024-12-22 20:26:46
7662,total dissolved solids,0.33,2024-12-22 20:26:48
7663,turbidity,2895.17,2024-12-22 20:26:48
7664,temperature,75.42,2024-12-22 20:26:49
7665,total dissolved solids,0.33,2024-12-22 20:26:50
7666,turbidity,2896.76,2024-12-22 20:26:50
7667,temperature,75.31,2024-12-22 20:26:52
7668,total dissolved solids,0.33,2024-12-22 20:26:52
7669,turbidity,2898.69,2024-12-22 20:26:52
7670,total dissolved solids,0.35,2024-12-22 20:26:54
7671,turbidity,2897.44,2024-12-22 20:26:55
7672,temperature,75.2,2024-12-22 20:26:55
7673,total dissolved solids,0.33,2024-12-22 20:26:57
7674,turbidity,2897.44,2024-12-22 20:26:57
7675,temperature,75.2,2024-12-22 20:26:58
7676,total dissolved solids,0.33,2024-12-22 20:26:59
7677,turbidity,2892.89,2024-12-22 20:26:59
7678,total dissolved solids,0.33,2024-12-22 20:27:01
7679,turbidity,2896.53,2024-12-22 20:27:01
7680,temperature,75.2,2024-12-22 20:27:01
7681,total dissolved solids,0.33,2024-12-22 20:27:03
7682,turbidity,2898.35,2024-12-22 20:27:03
7683,temperature,75.09,2024-12-22 20:27:04
7684,total dissolved solids,0.33,2024-12-22 20:27:05
7685,turbidity,2894.71,2024-12-22 20:27:05
7686,temperature,74.97,2024-12-22 20:27:07
7687,total dissolved solids,0.3,2024-12-22 20:27:07
7688,turbidity,2898.35,2024-12-22 20:27:07
7689,total dissolved solids,0.33,2024-12-22 20:27:09
7690,turbidity,2895.96,2024-12-22 20:27:09
7691,temperature,74.97,2024-12-22 20:27:10
7692,total dissolved solids,0.33,2024-12-22 20:27:11
7693,turbidity,2896.87,2024-12-22 20:27:11
7694,temperature,74.97,2024-12-22 20:27:13
7695,total dissolved solids,0.33,2024-12-22 20:27:13
7696,turbidity,2896.76,2024-12-22 20:27:14
7697,temperature,74.97,2024-12-22 20:27:16
7698,total dissolved solids,0.33,2024-12-22 20:27:16
7699,turbidity,2900.4,2024-12-22 20:27:16
7700,total dissolved solids,0.33,2024-12-22 20:27:18
7701,turbidity,2880.95,2024-12-22 20:27:18
7702,temperature,74.86,2024-12-22 20:27:18
7703,total dissolved solids,0.33,2024-12-22 20:27:20
7704,turbidity,2892.55,2024-12-22 20:27:20
7705,temperature,74.86,2024-12-22 20:27:21
7706,total dissolved solids,0.33,2024-12-22 20:27:22
7707,turbidity,2894.14,2024-12-22 20:27:22
7708,total dissolved solids,0.33,2024-12-22 20:27:24
7709,turbidity,2893.91,2024-12-22 20:27:24
7710,temperature,74.97,2024-12-22 20:27:24
7711,total dissolved solids,0.33,2024-12-22 20:27:26
7712,turbidity,2897.44,2024-12-22 20:27:26
7713,temperature,75.54,2024-12-22 20:27:27
7714,total dissolved solids,0.33,2024-12-22 20:27:28
7715,turbidity,2889.7,2024-12-22 20:27:28
7716,temperature,76.1,2024-12-22 20:27:30
7717,total dissolved solids,0.33,2024-12-22 20:27:30
7718,turbidity,2891.07,2024-12-22 20:27:30
7719,total dissolved solids,0.33,2024-12-22 20:27:32
7720,turbidity,2897.55,2024-12-22 20:27:33
7721,temperature,76.33,2024-12-22 20:27:33
7722,total dissolved solids,0.33,2024-12-22 20:27:35
7723,turbidity,2897.67,2024-12-22 20:27:35
7724,temperature,76.33,2024-12-22 20:27:36
7725,total dissolved solids,0.33,2024-12-22 20:27:37
7726,turbidity,2883.68,2024-12-22 20:27:37
7727,temperature,76.21,2024-12-22 20:27:39
7728,total dissolved solids,0.33,2024-12-22 20:27:40
7729,turbidity,2898.46,2024-12-22 20:27:40
7730,temperature,76.21,2024-12-22 20:27:42
7731,total dissolved solids,0.33,2024-12-22 20:27:42
7732,turbidity,2893.35,2024-12-22 20:27:42
7733,total dissolved solids,0.33,2024-12-22 20:27:44
7734,turbidity,2894.48,2024-12-22 20:27:44
7735,temperature,76.1,2024-12-22 20:27:45
7736,total dissolved solids,0.33,2024-12-22 20:27:46
7737,turbidity,2895.85,2024-12-22 20:27:46
7738,temperature,75.99,2024-12-22 20:27:48
7739,total dissolved solids,0.33,2024-12-22 20:27:48
7740,turbidity,2898.46,2024-12-22 20:27:48
7741,total dissolved solids,0.33,2024-12-22 20:27:50
7742,turbidity,2898.8,2024-12-22 20:27:50
7743,temperature,75.88,2024-12-22 20:27:50
7744,total dissolved solids,0.33,2024-12-22 20:27:52
7745,turbidity,2896.64,2024-12-22 20:27:52
7746,temperature,75.76,2024-12-22 20:27:53
7747,total dissolved solids,0.33,2024-12-22 20:27:55
7748,turbidity,2898.92,2024-12-22 20:27:55
7749,temperature,75.76,2024-12-22 20:27:56
7750,total dissolved solids,0.33,2024-12-22 20:27:57
7751,turbidity,2896.42,2024-12-22 20:27:57
7752,total dissolved solids,0.33,2024-12-22 20:27:59
7753,turbidity,2888.91,2024-12-22 20:27:59
7754,temperature,75.65,2024-12-22 20:27:59
7755,total dissolved solids,0.33,2024-12-22 20:28:01
7756,turbidity,2895.73,2024-12-22 20:28:01
7757,temperature,75.65,2024-12-22 20:28:02
7758,total dissolved solids,0.33,2024-12-22 20:28:03
7759,turbidity,1.37,2024-12-22 20:28:03
7760,temperature,75.54,2024-12-22 20:28:05
7761,turbidity,2899.03,2024-12-22 20:28:05
7762,total dissolved solids,692.55,2024-12-22 20:28:05
7763,total dissolved solids,692.2,2024-12-22 20:28:07
7764,turbidity,2897.55,2024-12-22 20:28:07
7765,temperature,75.54,2024-12-22 20:28:08
7766,total dissolved solids,692.15,2024-12-22 20:28:09
7767,turbidity,2897.33,2024-12-22 20:28:09
7768,temperature,75.42,2024-12-22 20:28:11
7769,turbidity,2894.71,2024-12-22 20:28:11
7770,total dissolved solids,691.52,2024-12-22 20:28:11
7771,total dissolved solids,691.98,2024-12-22 20:28:14
7772,turbidity,2896.64,2024-12-22 20:28:14
7773,temperature,75.42,2024-12-22 20:28:14
7774,total dissolved solids,692.15,2024-12-22 20:28:16
7775,turbidity,2897.33,2024-12-22 20:28:16
7776,temperature,75.31,2024-12-22 20:28:17
7777,total dissolved solids,0.33,2024-12-22 20:28:18
7778,turbidity,1.37,2024-12-22 20:28:18
7779,temperature,75.31,2024-12-22 20:28:20
7780,total dissolved solids,692.01,2024-12-22 20:28:20
7781,turbidity,2896.76,2024-12-22 20:28:20
7782,total dissolved solids,0.33,2024-12-22 20:28:22
7783,turbidity,1.37,2024-12-22 20:28:22
7784,temperature,75.2,2024-12-22 20:28:23
7785,total dissolved solids,0.33,2024-12-22 20:28:24
7786,turbidity,1.37,2024-12-22 20:28:24
7787,temperature,75.2,2024-12-22 20:28:26
7788,total dissolved solids,692.04,2024-12-22 20:28:26
7789,turbidity,2896.87,2024-12-22 20:28:26
7790,total dissolved solids,691.39,2024-12-22 20:28:28
7791,turbidity,2894.14,2024-12-22 20:28:28
7792,temperature,75.2,2024-12-22 20:28:28
7793,total dissolved solids,692.12,2024-12-22 20:28:30
7794,turbidity,2897.21,2024-12-22 20:28:30
7795,temperature,75.09,2024-12-22 20:28:31
7796,total dissolved solids,691.63,2024-12-22 20:28:33
7797,turbidity,2895.17,2024-12-22 20:28:33
7798,temperature,74.97,2024-12-22 20:28:34
7799,total dissolved solids,0.33,2024-12-22 20:28:35
7800,turbidity,1.37,2024-12-22 20:28:35
7801,total dissolved solids,691.58,2024-12-22 20:28:37
7802,turbidity,2894.94,2024-12-22 20:28:37
7803,temperature,75.09,2024-12-22 20:28:37
7804,total dissolved solids,690.27,2024-12-22 20:28:39
7805,turbidity,2889.48,2024-12-22 20:28:39
7806,temperature,74.97,2024-12-22 20:28:40
7807,total dissolved solids,692.28,2024-12-22 20:28:41
7808,turbidity,2897.89,2024-12-22 20:28:41
7809,temperature,74.86,2024-12-22 20:28:43
7810,turbidity,2904.61,2024-12-22 20:28:43
